abbreva,ccode,year,regiona,countryname,ccyr,IMRSOURCE,IMR,numstate,w
PER,135,1957,5,peru,1351957,2,108,89,0.75
PER,135,1958,5,peru,1351958,2,103,90,0.75
PER,135,1959,5,peru,1351959,2,97,89,0.75
PER,135,1960,5,peru,1351960,2,92,107,0.75
PER,135,1961,5,peru,1351961,2,89,111,0.75
PER,135,1962,5,peru,1351962,2,80,117,0.5
PER,135,1963,5,peru,1351963,2,85,119,0.75
PER,135,1964,5,peru,1351964,2,54,122,0.75
PER,135,1965,5,peru,1351965,2,74,125,0.75
PER,135,1966,5,peru,1351966,2,64,129,0.75
PER,135,1967,5,peru,1351967,2,72,130,0.75
PER,135,1968,5,peru,1351968,2,74,133,0
PER,135,1969,5,peru,1351969,2,75,133,0
PER,135,1970,5,peru,1351970,2,65,134,0
PER,135,1971,5,peru,1351971,2,54,139,0
PER,135,1972,5,peru,1351972,2,58,140,0
PER,135,1973,5,peru,1351973,54.09999847,110.3000031,141,0
PER,135,1974,5,peru,1351974,54.09999847,100.3000031,143,0
PER,135,1975,5,peru,1351975,2,107,150,0
PER,135,1976,5,peru,1351976,2,106,151,0
PER,135,1977,5,peru,1351977,2,105,152,0
PER,135,1978,5,peru,1351978,2,104,154,0
PER,135,1979,5,peru,1351979,2,103,156,0
PER,135,1980,5,peru,1351980,2,101,156,0.75
PER,135,1981,5,peru,1351981,4,100,159,0.75
PER,135,1982,5,peru,1351982,4,99,159,0.75
PER,135,1983,5,peru,1351983,4,97,160,0.75
PER,135,1984,5,peru,1351984,4,95,161,0.75
PER,135,1985,5,peru,1351985,4,93,161,0.75
PER,135,1986,5,peru,1351986,4,90,161,0.75
PER,135,1987,5,peru,1351987,4,95,161,0.75
PER,135,1988,5,peru,1351988,4,95,161,0.75
PER,135,1989,5,peru,1351989,4,90,161,0.75
PER,135,1990,5,peru,1351990,4,82,165,0.75
PER,135,1991,5,peru,1351991,4,89,177,0.75
PER,135,1992,5,peru,1351992,4,92,181,0.75
PER,135,1993,5,peru,1351993,4,90,186,0.75
PER,135,1994,5,peru,1351994,4,90,187,0.75
PER,135,1995,5,peru,1351995,4,89,187,0.75
PER,135,1996,5,peru,1351996,4,88,187,0.75
PER,135,1997,5,peru,1351997,2,87,187,0.75
PER,135,1998,5,peru,1351998,2,87,187,0.75
PER,135,1999,5,peru,1351999,15,38.40000153,190,0.75
PER,135,2000,5,peru,1352000,15,37.29999924,191,
PER,135,2001,5,peru,1352001,15,36.20000076,191,
PER,135,2002,5,peru,1352002,15,35.09999847,192,
BRA,140,1826,5,brazil,1401826,,,25,0.25
BRA,140,1827,5,brazil,1401827,,,25,0.25
BRA,140,1828,5,brazil,1401828,,,26,0.25
BRA,140,1829,5,brazil,1401829,,,26,0.25
BRA,140,1830,5,brazil,1401830,,,27,0.25
BRA,140,1831,5,brazil,1401831,,,29,0.25
BRA,140,1832,5,brazil,1401832,,,29,0.25
BRA,140,1833,5,brazil,1401833,,,29,0.25
BRA,140,1834,5,brazil,1401834,,,29,0.25
BRA,140,1835,5,brazil,1401835,,,29,0.25
BRA,140,1836,5,brazil,1401836,,,29,0.25
BRA,140,1837,5,brazil,1401837,,,29,0.25
BRA,140,1838,5,brazil,1401838,,,30,0.25
BRA,140,1839,5,brazil,1401839,,,32,0.25
BRA,140,1840,5,brazil,1401840,,,32,0.25
BRA,140,1841,5,brazil,1401841,,,34,0.25
BRA,140,1842,5,brazil,1401842,,,35,0.25
BRA,140,1843,5,brazil,1401843,,,36,0.25
BRA,140,1844,5,brazil,1401844,,,36,0.25
BRA,140,1845,5,brazil,1401845,,,36,0.25
BRA,140,1846,5,brazil,1401846,,,37,0.25
BRA,140,1847,5,brazil,1401847,,,38,0.25
BRA,140,1848,5,brazil,1401848,,,39,0.25
BRA,140,1849,5,brazil,1401849,,,39,0.25
BRA,140,1850,5,brazil,1401850,,,39,0.25
BRA,140,1851,5,brazil,1401851,,,40,0.25
BRA,140,1852,5,brazil,1401852,,,40,0.25
BRA,140,1853,5,brazil,1401853,,,40,0.25
BRA,140,1854,5,brazil,1401854,,,41,0.25
BRA,140,1855,5,brazil,1401855,,,43,0.25
BRA,140,1856,5,brazil,1401856,,,43,0.25
BRA,140,1857,5,brazil,1401857,,,43,0.25
BRA,140,1858,5,brazil,1401858,,,43,0.25
BRA,140,1859,5,brazil,1401859,,,44,0.25
BRA,140,1860,5,brazil,1401860,,,46,0.25
BRA,140,1861,5,brazil,1401861,,,42,0.25
BRA,140,1862,5,brazil,1401862,,,41,0.25
BRA,140,1863,5,brazil,1401863,,,41,0.25
BRA,140,1864,5,brazil,1401864,,,41,0.25
BRA,140,1865,5,brazil,1401865,,,41,0.25
BRA,140,1866,5,brazil,1401866,,,41,0.25
BRA,140,1867,5,brazil,1401867,,,39,0.25
BRA,140,1868,5,brazil,1401868,,,37,0.25
BRA,140,1869,5,brazil,1401869,,,37,0.25
BRA,140,1870,5,brazil,1401870,,,37,0.25
BRA,140,1871,5,brazil,1401871,,,36,0.25
BRA,140,1872,5,brazil,1401872,,,33,0.25
BRA,140,1873,5,brazil,1401873,,,33,0.25
BRA,140,1874,5,brazil,1401874,,,33,0.25
BRA,140,1875,5,brazil,1401875,,,34,0.25
BRA,140,1876,5,brazil,1401876,,,35,0.25
BRA,140,1877,5,brazil,1401877,,,35,0.25
BRA,140,1878,5,brazil,1401878,,,37,0.25
BRA,140,1879,5,brazil,1401879,,,37,0.25
BRA,140,1880,5,brazil,1401880,,,37,0.25
BRA,140,1881,5,brazil,1401881,,,37,0.25
BRA,140,1882,5,brazil,1401882,,,37,0.25
BRA,140,1883,5,brazil,1401883,,,36,0.25
BRA,140,1884,5,brazil,1401884,,,36,0.25
BRA,140,1885,5,brazil,1401885,,,36,0.25
BRA,140,1886,5,brazil,1401886,,,36,0.25
BRA,140,1887,5,brazil,1401887,,,38,0.25
BRA,140,1888,5,brazil,1401888,,,38,0.25
BRA,140,1889,5,brazil,1401889,,,38,0
BRA,140,1890,5,brazil,1401890,,,38,0
BRA,140,1891,5,brazil,1401891,,,38,0
BRA,140,1892,5,brazil,1401892,,,38,0
BRA,140,1893,5,brazil,1401893,,,38,0
BRA,140,1894,5,brazil,1401894,,,39,0.5
BRA,140,1895,5,brazil,1401895,,,39,0.5
BRA,140,1896,5,brazil,1401896,,,39,0.5
BRA,140,1897,5,brazil,1401897,,,39,0.5
BRA,140,1898,5,brazil,1401898,,,40,0.5
BRA,140,1899,5,brazil,1401899,,,41,0.5
BRA,140,1900,5,brazil,1401900,,,42,0.5
BRA,140,1901,5,brazil,1401901,,,42,0.5
BRA,140,1902,5,brazil,1401902,,,43,0.5
BRA,140,1903,5,brazil,1401903,,,43,0.5
BRA,140,1904,5,brazil,1401904,,,43,0.5
BRA,140,1905,5,brazil,1401905,,,44,0.5
BRA,140,1906,5,brazil,1401906,,,43,0.5
BRA,140,1907,5,brazil,1401907,,,42,0.5
BRA,140,1908,5,brazil,1401908,,,43,0.5
BRA,140,1909,5,brazil,1401909,,,44,0.5
BRA,140,1910,5,brazil,1401910,,,44,0.25
BRA,140,1911,5,brazil,1401911,,,44,0.25
BRA,140,1912,5,brazil,1401912,,,43,0.25
BRA,140,1913,5,brazil,1401913,,,43,0.25
BRA,140,1914,5,brazil,1401914,,,44,0.25
BRA,140,1915,5,brazil,1401915,,,44,0.25
BRA,140,1916,5,brazil,1401916,,,43,0.25
BRA,140,1917,5,brazil,1401917,,,43,0.25
BRA,140,1918,5,brazil,1401918,,,49,0.25
BRA,140,1919,5,brazil,1401919,,,49,0.5
BRA,140,1920,5,brazil,1401920,,,59,0.5
BRA,140,1921,5,brazil,1401921,,,60,0.5
BRA,140,1922,5,brazil,1401922,,,61,0.5
BRA,140,1923,5,brazil,1401923,,,61,0.5
BRA,140,1924,5,brazil,1401924,,,62,0.5
BRA,140,1925,5,brazil,1401925,,,62,0.5
BRA,140,1926,5,brazil,1401926,,,63,0.5
BRA,140,1927,5,brazil,1401927,,,64,0.5
BRA,140,1928,5,brazil,1401928,,,64,0.5
BRA,140,1929,5,brazil,1401929,,,64,0.5
BRA,140,1930,5,brazil,1401930,,,64,0.25
BRA,140,1931,5,brazil,1401931,,,64,0.25
BRA,140,1932,5,brazil,1401932,,,65,0.25
BRA,140,1933,5,brazil,1401933,,,65,0.25
BRA,140,1934,5,brazil,1401934,,,66,0.25
BRA,140,1935,5,brazil,1401935,,,66,0.25
BRA,140,1936,5,brazil,1401936,,,66,0.25
BRA,140,1937,5,brazil,1401937,,,66,0.25
BRA,140,1938,5,brazil,1401938,,,66,0.25
BRA,140,1939,5,brazil,1401939,,,65,0.25
BRA,140,1940,5,brazil,1401940,,,62,0
BRA,140,1941,5,brazil,1401941,,,55,0
BRA,140,1942,5,brazil,1401942,,,53,0
BRA,140,1943,5,brazil,1401943,,,52,0
BRA,140,1944,5,brazil,1401944,,,58,0
BRA,140,1945,5,brazil,1401945,,,64,0
BRA,140,1946,5,brazil,1401946,,,66,0.75
BRA,140,1947,5,brazil,1401947,,,68,0.75
BRA,140,1948,5,brazil,1401948,,,72,0.75
BRA,140,1949,5,brazil,1401949,,,75,0.75
BRA,140,1950,5,brazil,1401950,54.09999847,134.6999969,75,0.75
BRA,140,1951,5,brazil,1401951,54.09999847,134.6999969,76,0.75
BRA,140,1952,5,brazil,1401952,54.09999847,134.6999969,77,0.75
BRA,140,1953,5,brazil,1401953,54.09999847,134.6999969,79,0.75
BRA,140,1954,5,brazil,1401954,54.09999847,134.6999969,82,0.75
BRA,140,1955,5,brazil,1401955,54.09999847,121.9000015,84,0.75
BRA,140,1956,5,brazil,1401956,54.09999847,121.9000015,87,0.75
BRA,140,1957,5,brazil,1401957,54.09999847,121.9000015,89,0.75
BRA,140,1958,5,brazil,1401958,54.09999847,121.9000015,90,0.75
BRA,140,1959,5,brazil,1401959,54.09999847,121.9000015,89,0.75
BRA,140,1960,5,brazil,1401960,37,116,107,0.75
BRA,140,1961,5,brazil,1401961,54.09999847,109.4000015,111,0.75
BRA,140,1962,5,brazil,1401962,54.09999847,109.4000015,117,0.75
BRA,140,1963,5,brazil,1401963,54.09999847,109.4000015,119,0.75
BRA,140,1964,5,brazil,1401964,54.09999847,109.4000015,122,0
BRA,140,1965,5,brazil,1401965,54.09999847,100.0999985,125,0.25
BRA,140,1966,5,brazil,1401966,54.09999847,100.0999985,129,0.25
BRA,140,1967,5,brazil,1401967,54.09999847,100.0999985,130,0.25
BRA,140,1968,5,brazil,1401968,54.09999847,100.0999985,133,0.25
BRA,140,1969,5,brazil,1401969,54.09999847,100.0999985,133,0.25
BRA,140,1970,5,brazil,1401970,8,95,134,0.25
BRA,140,1971,5,brazil,1401971,54.09999847,90.5,139,0.25
BRA,140,1972,5,brazil,1401972,54.09999847,90.5,140,0.25
BRA,140,1973,5,brazil,1401973,54.09999847,90.5,141,0.25
BRA,140,1974,5,brazil,1401974,54.09999847,90.5,143,0.5
BRA,140,1975,5,brazil,1401975,54.09999847,78.80000305,150,0.5
BRA,140,1976,5,brazil,1401976,54.09999847,78.80000305,151,0.5
BRA,140,1977,5,brazil,1401977,54.09999847,78.80000305,152,0.5
BRA,140,1978,5,brazil,1401978,19.10000038,78.80000305,154,0.5
BRA,140,1979,5,brazil,1401979,54.09999847,78.80000305,156,0.5
BRA,140,1980,5,brazil,1401980,4,73.68000031,156,0.5
BRA,140,1981,5,brazil,1401981,4,70.94000244,159,0.5
BRA,140,1982,5,brazil,1401982,4,68.29000092,159,0.5
BRA,140,1983,5,brazil,1401983,4,65.73999786,160,0.5
BRA,140,1984,5,brazil,1401984,4,63.29000092,161,0.5
BRA,140,1985,5,brazil,1401985,4,60.91999817,161,0.75
BRA,140,1986,5,brazil,1401986,4,58.54999924,161,0.75
BRA,140,1987,5,brazil,1401987,4,56.25999832,161,0.75
BRA,140,1988,5,brazil,1401988,4,54.06999969,161,0.75
BRA,140,1989,5,brazil,1401989,4,51.95999908,161,0.75
BRA,140,1990,5,brazil,1401990,4,49.91999817,165,0.75
BRA,140,1991,5,brazil,1401991,4,47.97000122,177,0.75
BRA,140,1992,5,brazil,1401992,4,46.36999893,181,0.75
BRA,140,1993,5,brazil,1401993,4,44.83000183,186,0.75
BRA,140,1994,5,brazil,1401994,4,43.34000015,187,0.75
BRA,140,1995,5,brazil,1401995,4,41.88999939,187,0.75
BRA,140,1996,5,brazil,1401996,15,40.5,187,0.75
BRA,140,1997,5,brazil,1401997,15,39.09999847,187,0.75
BRA,140,1998,5,brazil,1401998,15,37.79999924,187,0.75
BRA,140,1999,5,brazil,1401999,15,36.5,190,0.75
BRA,140,2000,5,brazil,1402000,15,35.20000076,191,
BRA,140,2001,5,brazil,1402001,15,34,191,
BRA,140,2002,5,brazil,1402002,15,32.90000153,192,
BOL,145,1848,5,bolivia,1451848,,,39,0.25
BOL,145,1849,5,bolivia,1451849,,,39,0.25
BOL,145,1850,5,bolivia,1451850,,,39,0.25
BOL,145,1851,5,bolivia,1451851,,,40,0.25
BOL,145,1852,5,bolivia,1451852,,,40,0.25
BOL,145,1853,5,bolivia,1451853,,,40,0.25
BOL,145,1854,5,bolivia,1451854,,,41,0.25
BOL,145,1855,5,bolivia,1451855,,,43,0.25
BOL,145,1856,5,bolivia,1451856,,,43,0.25
BOL,145,1857,5,bolivia,1451857,,,43,0.25
BOL,145,1858,5,bolivia,1451858,,,43,0.25
BOL,145,1859,5,bolivia,1451859,,,44,0.25
BOL,145,1860,5,bolivia,1451860,,,46,0.25
BOL,145,1861,5,bolivia,1451861,,,42,0.25
BOL,145,1862,5,bolivia,1451862,,,41,0.25
BOL,145,1863,5,bolivia,1451863,,,41,0.25
BOL,145,1864,5,bolivia,1451864,,,41,0
BOL,145,1865,5,bolivia,1451865,,,41,0
BOL,145,1866,5,bolivia,1451866,,,41,0
BOL,145,1867,5,bolivia,1451867,,,39,0
BOL,145,1868,5,bolivia,1451868,,,37,0
BOL,145,1869,5,bolivia,1451869,,,37,0
BOL,145,1870,5,bolivia,1451870,,,37,0
BOL,145,1871,5,bolivia,1451871,,,36,0
BOL,145,1872,5,bolivia,1451872,,,33,0
BOL,145,1873,5,bolivia,1451873,,,33,0.25
BOL,145,1874,5,bolivia,1451874,,,33,0.25
BOL,145,1875,5,bolivia,1451875,,,34,0.25
BOL,145,1876,5,bolivia,1451876,,,35,0
BOL,145,1877,5,bolivia,1451877,,,35,0
BOL,145,1878,5,bolivia,1451878,,,37,0
BOL,145,1879,5,bolivia,1451879,,,37,0
BOL,145,1880,5,bolivia,1451880,,,37,0.75
BOL,145,1881,5,bolivia,1451881,,,37,0.75
BOL,145,1882,5,bolivia,1451882,,,37,0.75
BOL,145,1883,5,bolivia,1451883,,,36,0.75
BOL,145,1884,5,bolivia,1451884,,,36,0.75
BOL,145,1885,5,bolivia,1451885,,,36,0.75
BOL,145,1886,5,bolivia,1451886,,,36,0.75
BOL,145,1887,5,bolivia,1451887,,,38,0.75
BOL,145,1888,5,bolivia,1451888,,,38,0.75
BOL,145,1889,5,bolivia,1451889,,,38,0.75
BOL,145,1890,5,bolivia,1451890,,,38,0.75
BOL,145,1891,5,bolivia,1451891,,,38,0.75
BOL,145,1892,5,bolivia,1451892,,,38,0.75
BOL,145,1893,5,bolivia,1451893,,,38,0.75
BOL,145,1894,5,bolivia,1451894,,,39,0.75
BOL,145,1895,5,bolivia,1451895,,,39,0.75
BOL,145,1896,5,bolivia,1451896,,,39,0.75
BOL,145,1897,5,bolivia,1451897,,,39,0.75
BOL,145,1898,5,bolivia,1451898,,,40,0.75
BOL,145,1899,5,bolivia,1451899,,,41,0.75
BOL,145,1900,5,bolivia,1451900,,,42,0.75
BOL,145,1901,5,bolivia,1451901,,,42,0.75
BOL,145,1902,5,bolivia,1451902,,,43,0.75
BOL,145,1903,5,bolivia,1451903,,,43,0.75
BOL,145,1904,5,bolivia,1451904,,,43,0.75
BOL,145,1905,5,bolivia,1451905,,,44,0.75
BOL,145,1906,5,bolivia,1451906,,,43,0.75
BOL,145,1907,5,bolivia,1451907,,,42,0.75
BOL,145,1908,5,bolivia,1451908,,,43,0.75
BOL,145,1909,5,bolivia,1451909,,,44,0.75
BOL,145,1910,5,bolivia,1451910,,,44,0.75
BOL,145,1911,5,bolivia,1451911,,,44,0.75
BOL,145,1912,5,bolivia,1451912,,,43,0.75
BOL,145,1913,5,bolivia,1451913,,,43,0.75
BOL,145,1914,5,bolivia,1451914,,,44,0.5
BOL,145,1915,5,bolivia,1451915,,,44,0.5
BOL,145,1916,5,bolivia,1451916,,,43,0.5
BOL,145,1917,5,bolivia,1451917,,,43,0.5
BOL,145,1918,5,bolivia,1451918,,,49,0.5
BOL,145,1919,5,bolivia,1451919,,,49,0.75
BOL,145,1920,5,bolivia,1451920,,,59,0.75
BOL,145,1921,5,bolivia,1451921,,,60,0.75
BOL,145,1922,5,bolivia,1451922,,,61,0.75
BOL,145,1923,5,bolivia,1451923,,,61,0.75
BOL,145,1924,5,bolivia,1451924,,,62,0.75
BOL,145,1925,5,bolivia,1451925,,,62,0.75
BOL,145,1926,5,bolivia,1451926,,,63,0.75
BOL,145,1927,5,bolivia,1451927,,,64,0.75
BOL,145,1928,5,bolivia,1451928,,,64,0.75
BOL,145,1929,5,bolivia,1451929,,,64,0.75
BOL,145,1930,5,bolivia,1451930,,,64,0.5
BOL,145,1931,5,bolivia,1451931,,,64,0.75
BOL,145,1932,5,bolivia,1451932,,,65,0.75
BOL,145,1933,5,bolivia,1451933,,,65,0.75
BOL,145,1934,5,bolivia,1451934,,,66,0.75
BOL,145,1935,5,bolivia,1451935,,,66,0.75
BOL,145,1936,5,bolivia,1451936,,,66,0.25
BOL,145,1937,5,bolivia,1451937,2,70.40000153,66,0.5
BOL,145,1938,5,bolivia,1451938,11,67.69999695,66,0.5
BOL,145,1939,5,bolivia,1451939,11,110.3000031,65,0.5
BOL,145,1940,5,bolivia,1451940,11,78.80000305,62,0.25
BOL,145,1941,5,bolivia,1451941,11,105,55,0.25
BOL,145,1942,5,bolivia,1451942,11,79.5,53,0.25
BOL,145,1943,5,bolivia,1451943,11,93.5,52,0.25
BOL,145,1944,5,bolivia,1451944,11,133.3000031,58,0.25
BOL,145,1945,5,bolivia,1451945,12,115.4000015,64,0.25
BOL,145,1946,5,bolivia,1451946,12,113.0999985,66,0.5
BOL,145,1947,5,bolivia,1451947,12,132.6000061,68,0.5
BOL,145,1948,5,bolivia,1451948,12,133.5,72,0.5
BOL,145,1949,5,bolivia,1451949,12,127.1999969,75,0.5
BOL,145,1950,5,bolivia,1451950,5.099999905,107,75,0.5
BOL,145,1951,5,bolivia,1451951,5.099999905,117,76,0.25
BOL,145,1952,5,bolivia,1451952,5,106,77,0.25
BOL,145,1953,5,bolivia,1451953,5.099999905,103,79,0.25
BOL,145,1954,5,bolivia,1451954,5.099999905,91,82,0.25
BOL,145,1955,5,bolivia,1451955,9,63,84,0.25
BOL,145,1956,5,bolivia,1451956,9,90,87,0.5
BOL,145,1957,5,bolivia,1451957,9,97,89,0.5
BOL,145,1958,5,bolivia,1451958,9,86,90,0.5
BOL,145,1959,5,bolivia,1451959,54.09999847,169.6999969,89,0.5
BOL,145,1960,5,bolivia,1451960,37,167,107,0.5
BOL,145,1961,5,bolivia,1451961,54.09999847,163.6999969,111,0.5
BOL,145,1962,5,bolivia,1451962,54.09999847,163.6999969,117,0.5
BOL,145,1963,5,bolivia,1451963,54.09999847,163.6999969,119,0.5
BOL,145,1964,5,bolivia,1451964,54.09999847,163.6999969,122,0
BOL,145,1965,5,bolivia,1451965,54.09999847,157.5,125,0
BOL,145,1966,5,bolivia,1451966,10,77,129,0.25
BOL,145,1967,5,bolivia,1451967,54.09999847,157.5,130,0
BOL,145,1968,5,bolivia,1451968,54.09999847,157.5,133,0
BOL,145,1969,5,bolivia,1451969,54.09999847,157.5,133,0
BOL,145,1970,5,bolivia,1451970,8,153,134,0
BOL,145,1971,5,bolivia,1451971,54.09999847,151.3000031,139,0
BOL,145,1972,5,bolivia,1451972,54.09999847,151.3000031,140,0
BOL,145,1973,5,bolivia,1451973,54.09999847,151.3000031,141,0
BOL,145,1974,5,bolivia,1451974,54.09999847,151.3000031,143,0
BOL,145,1975,5,bolivia,1451975,54.09999847,131.1999969,150,0
BOL,145,1976,5,bolivia,1451976,19.10000038,138.1999969,151,0
BOL,145,1977,5,bolivia,1451977,19.10000038,138.1999969,152,0
BOL,145,1978,5,bolivia,1451978,19.10000038,138.1999969,154,0
BOL,145,1979,5,bolivia,1451979,19.10000038,138.1999969,156,0.25
BOL,145,1980,5,bolivia,1451980,19.10000038,124.4000015,156,0
BOL,145,1981,5,bolivia,1451981,19.10000038,124.4000015,159,0
BOL,145,1982,5,bolivia,1451982,19.10000038,124.4000015,159,0.75
BOL,145,1983,5,bolivia,1451983,19.10000038,124.4000015,160,0.75
BOL,145,1984,5,bolivia,1451984,19.10000038,124.4000015,161,0.75
BOL,145,1985,5,bolivia,1451985,4,86.90000153,161,0.75
BOL,145,1986,5,bolivia,1451986,4,85.30000305,161,0.75
BOL,145,1987,5,bolivia,1451987,4,83.59999847,161,0.75
BOL,145,1988,5,bolivia,1451988,4,82,161,0.75
BOL,145,1989,5,bolivia,1451989,4,80.30000305,161,0.75
BOL,145,1990,5,bolivia,1451990,4,78.69999695,165,0.75
BOL,145,1991,5,bolivia,1451991,4,77,177,0.75
BOL,145,1992,5,bolivia,1451992,4,72.30999756,181,0.75
BOL,145,1993,5,bolivia,1451993,4,71.01000214,186,0.75
BOL,145,1994,5,bolivia,1451994,4,69.69999695,187,0.75
BOL,145,1995,5,bolivia,1451995,4,68.40000153,187,0.75
BOL,145,1996,5,bolivia,1451996,4,66.80999756,187,0.75
BOL,145,1997,5,bolivia,1451997,15,65.19999695,187,0.75
BOL,145,1998,5,bolivia,1451998,15,63.59999847,187,0.75
BOL,145,1999,5,bolivia,1451999,15,62,190,0.75
BOL,145,2000,5,bolivia,1452000,15,60.40000153,191,
BOL,145,2001,5,bolivia,1452001,15,59,191,
BOL,145,2002,5,bolivia,1452002,15,57.5,192,
PAR,150,1846,5,paraguay,1501846,,,37,0.5
PAR,150,1847,5,paraguay,1501847,,,38,0.5
PAR,150,1848,5,paraguay,1501848,,,39,0.5
PAR,150,1849,5,paraguay,1501849,,,39,0.5
PAR,150,1850,5,paraguay,1501850,,,39,0.5
PAR,150,1851,5,paraguay,1501851,,,40,0.5
PAR,150,1852,5,paraguay,1501852,,,40,0.5
PAR,150,1853,5,paraguay,1501853,,,40,0.5
PAR,150,1854,5,paraguay,1501854,,,41,0.5
PAR,150,1855,5,paraguay,1501855,,,43,0.5
PAR,150,1856,5,paraguay,1501856,,,43,0.5
PAR,150,1857,5,paraguay,1501857,,,43,0.5
PAR,150,1858,5,paraguay,1501858,,,43,0.5
PAR,150,1859,5,paraguay,1501859,,,44,0.5
PAR,150,1860,5,paraguay,1501860,,,46,0.5
PAR,150,1861,5,paraguay,1501861,,,42,0.5
PAR,150,1862,5,paraguay,1501862,,,41,0.5
PAR,150,1863,5,paraguay,1501863,,,41,0.5
PAR,150,1864,5,paraguay,1501864,,,41,0.5
PAR,150,1865,5,paraguay,1501865,,,41,0.5
PAR,150,1866,5,paraguay,1501866,,,41,0.5
PAR,150,1867,5,paraguay,1501867,,,39,0.5
PAR,150,1868,5,paraguay,1501868,,,37,0.5
PAR,150,1869,5,paraguay,1501869,,,37,0
PAR,150,1870,5,paraguay,1501870,,,37,0.25
PAR,150,1876,5,paraguay,1501876,,,35,0.5
PAR,150,1877,5,paraguay,1501877,,,35,0.5
PAR,150,1878,5,paraguay,1501878,,,37,0.5
PAR,150,1879,5,paraguay,1501879,,,37,0.5
PAR,150,1880,5,paraguay,1501880,,,37,0.5
PAR,150,1881,5,paraguay,1501881,,,37,0.5
PAR,150,1882,5,paraguay,1501882,,,37,0.5
PAR,150,1883,5,paraguay,1501883,,,36,0.5
PAR,150,1884,5,paraguay,1501884,,,36,0.5
PAR,150,1885,5,paraguay,1501885,,,36,0.5
PAR,150,1886,5,paraguay,1501886,,,36,0.5
PAR,150,1887,5,paraguay,1501887,,,38,0.5
PAR,150,1888,5,paraguay,1501888,,,38,0.5
PAR,150,1889,5,paraguay,1501889,,,38,0.5
PAR,150,1890,5,paraguay,1501890,,,38,0.5
PAR,150,1891,5,paraguay,1501891,,,38,0.5
PAR,150,1892,5,paraguay,1501892,,,38,0.5
PAR,150,1893,5,paraguay,1501893,,,38,0.5
PAR,150,1894,5,paraguay,1501894,,,39,0.5
PAR,150,1895,5,paraguay,1501895,,,39,0.5
PAR,150,1896,5,paraguay,1501896,,,39,0.5
PAR,150,1897,5,paraguay,1501897,,,39,0.5
PAR,150,1898,5,paraguay,1501898,,,40,0.5
PAR,150,1899,5,paraguay,1501899,,,41,0.5
PAR,150,1900,5,paraguay,1501900,,,42,0.5
PAR,150,1901,5,paraguay,1501901,,,42,0.5
PAR,150,1902,5,paraguay,1501902,,,43,0.5
PAR,150,1903,5,paraguay,1501903,,,43,0.5
PAR,150,1904,5,paraguay,1501904,,,43,0.5
PAR,150,1905,5,paraguay,1501905,,,44,0.5
PAR,150,1906,5,paraguay,1501906,,,43,0.25
PAR,150,1907,5,paraguay,1501907,,,42,0.5
PAR,150,1908,5,paraguay,1501908,,,43,0.5
PAR,150,1909,5,paraguay,1501909,,,44,0.5
PAR,150,1910,5,paraguay,1501910,,,44,0.5
PAR,150,1911,5,paraguay,1501911,,,44,0.5
PAR,150,1912,5,paraguay,1501912,,,43,0.5
PAR,150,1913,5,paraguay,1501913,,,43,0.5
PAR,150,1914,5,paraguay,1501914,,,44,0.25
PAR,150,1915,5,paraguay,1501915,,,44,0.25
PAR,150,1916,5,paraguay,1501916,,,43,0.25
PAR,150,1917,5,paraguay,1501917,,,43,0.25
PAR,150,1918,5,paraguay,1501918,,,49,0.25
PAR,150,1919,5,paraguay,1501919,,,49,0.5
PAR,150,1920,5,paraguay,1501920,,,59,0.5
PAR,150,1921,5,paraguay,1501921,,,60,0.5
PAR,150,1922,5,paraguay,1501922,,,61,0.5
PAR,150,1923,5,paraguay,1501923,,,61,0.5
PAR,150,1924,5,paraguay,1501924,,,62,0.5
PAR,150,1925,5,paraguay,1501925,,,62,0.5
PAR,150,1926,5,paraguay,1501926,,,63,0.5
PAR,150,1927,5,paraguay,1501927,,,64,0.5
PAR,150,1928,5,paraguay,1501928,,,64,0.5
PAR,150,1929,5,paraguay,1501929,,,64,0.5
PAR,150,1930,5,paraguay,1501930,,,64,0.5
PAR,150,1931,5,paraguay,1501931,,,64,0.5
PAR,150,1932,5,paraguay,1501932,2,74.90000153,65,0.5
PAR,150,1933,5,paraguay,1501933,11,97.09999847,65,0.5
PAR,150,1934,5,paraguay,1501934,11,81.30000305,66,0.5
PAR,150,1935,5,paraguay,1501935,11,64.90000153,66,0.5
PAR,150,1936,5,paraguay,1501936,11,61.90000153,66,0
PAR,150,1937,5,paraguay,1501937,11,75.19999695,66,0.5
PAR,150,1938,5,paraguay,1501938,11,98.09999847,66,0.75
PAR,150,1939,5,paraguay,1501939,11,80.59999847,65,0.75
PAR,150,1940,5,paraguay,1501940,11,79.59999847,62,0.25
PAR,150,1941,5,paraguay,1501941,11,82.19999695,55,0.25
PAR,150,1942,5,paraguay,1501942,11,43.5,53,0.25
PAR,150,1943,5,paraguay,1501943,11,68,52,0.25
PAR,150,1944,5,paraguay,1501944,11,61.40000153,58,0.25
PAR,150,1945,5,paraguay,1501945,11,52.20000076,64,0.25
PAR,150,1946,5,paraguay,1501946,12,52,66,0.5
PAR,150,1947,5,paraguay,1501947,12,72.5,68,0.5
PAR,150,1948,5,paraguay,1501948,12,75.80000305,72,0.5
PAR,150,1949,5,paraguay,1501949,,,75,0.5
