abbreva,ccode,year,regiona,countryname,ccyr,IMRSOURCE,IMR,numstate,w
VEN,101,1857,5,venezuela,1011857,,,43,0.5
VEN,101,1858,5,venezuela,1011858,,,43,0.5
VEN,101,1859,5,venezuela,1011859,,,44,0.5
VEN,101,1860,5,venezuela,1011860,,,46,0.5
VEN,101,1861,5,venezuela,1011861,,,42,0.5
VEN,101,1862,5,venezuela,1011862,,,41,0.5
VEN,101,1863,5,venezuela,1011863,,,41,0.5
VEN,101,1864,5,venezuela,1011864,,,41,0.5
VEN,101,1865,5,venezuela,1011865,,,41,0.5
VEN,101,1866,5,venezuela,1011866,,,41,0.5
VEN,101,1867,5,venezuela,1011867,,,39,0.5
VEN,101,1868,5,venezuela,1011868,,,37,0.5
VEN,101,1869,5,venezuela,1011869,,,37,0.5
VEN,101,1870,5,venezuela,1011870,,,37,0.5
VEN,101,1871,5,venezuela,1011871,,,36,0.5
VEN,101,1872,5,venezuela,1011872,,,33,0.5
VEN,101,1873,5,venezuela,1011873,,,33,0.5
VEN,101,1874,5,venezuela,1011874,,,33,0.5
VEN,101,1875,5,venezuela,1011875,,,34,0.5
VEN,101,1876,5,venezuela,1011876,,,35,0.5
VEN,101,1877,5,venezuela,1011877,,,35,0.5
VEN,101,1878,5,venezuela,1011878,,,37,0.5
VEN,101,1879,5,venezuela,1011879,,,37,0.5
VEN,101,1880,5,venezuela,1011880,,,37,0.5
VEN,101,1881,5,venezuela,1011881,,,37,0.5
VEN,101,1882,5,venezuela,1011882,,,37,0.5
VEN,101,1883,5,venezuela,1011883,,,36,0.5
VEN,101,1884,5,venezuela,1011884,,,36,0.5
VEN,101,1885,5,venezuela,1011885,2,176,36,0.5
VEN,101,1886,5,venezuela,1011886,2,176,36,0.5
VEN,101,1887,5,venezuela,1011887,2,176,38,0.5
VEN,101,1888,5,venezuela,1011888,2,176,38,0.5
VEN,101,1889,5,venezuela,1011889,2,176,38,0.5
VEN,101,1890,5,venezuela,1011890,2,150,38,0.5
VEN,101,1891,5,venezuela,1011891,2,150,38,0.5
VEN,101,1892,5,venezuela,1011892,2,150,38,0.5
VEN,101,1893,5,venezuela,1011893,2,150,38,0.5
VEN,101,1894,5,venezuela,1011894,2,150,39,0.5
VEN,101,1895,5,venezuela,1011895,2,165,39,0.5
VEN,101,1896,5,venezuela,1011896,2,165,39,0.5
VEN,101,1897,5,venezuela,1011897,2,165,39,0.5
VEN,101,1898,5,venezuela,1011898,2,165,40,0.5
VEN,101,1899,5,venezuela,1011899,2,165,41,0.5
VEN,101,1900,5,venezuela,1011900,2,169,42,0.5
VEN,101,1901,5,venezuela,1011901,2,169,42,0.5
VEN,101,1902,5,venezuela,1011902,2,169,43,0.5
VEN,101,1903,5,venezuela,1011903,2,169,43,0.5
VEN,101,1904,5,venezuela,1011904,2,169,43,0.5
VEN,101,1905,5,venezuela,1011905,2,166,44,0.5
VEN,101,1906,5,venezuela,1011906,2,166,43,0.5
VEN,101,1907,5,venezuela,1011907,2,166,42,0.5
VEN,101,1908,5,venezuela,1011908,2,166,43,0.25
VEN,101,1909,5,venezuela,1011909,2,166,44,0.25
VEN,101,1910,5,venezuela,1011910,2,154,44,0.25
VEN,101,1911,5,venezuela,1011911,2,154,44,0.25
VEN,101,1912,5,venezuela,1011912,2,154,43,0.25
VEN,101,1913,5,venezuela,1011913,2,154,43,0.25
VEN,101,1914,5,venezuela,1011914,2,154,44,0.25
VEN,101,1915,5,venezuela,1011915,2,165,44,0.25
VEN,101,1916,5,venezuela,1011916,2,165,43,0.25
VEN,101,1917,5,venezuela,1011917,2,165,43,0.25
VEN,101,1918,5,venezuela,1011918,2,165,49,0.25
VEN,101,1919,5,venezuela,1011919,2,165,49,0.25
VEN,101,1920,5,venezuela,1011920,2,153,59,0.25
VEN,101,1921,5,venezuela,1011921,2,153,60,0.25
VEN,101,1922,5,venezuela,1011922,2,153,61,0.5
VEN,101,1923,5,venezuela,1011923,2,153,61,0.5
VEN,101,1924,5,venezuela,1011924,2,153,62,0.5
VEN,101,1925,5,venezuela,1011925,2,138,62,0.5
VEN,101,1926,5,venezuela,1011926,2,138,63,0.5
VEN,101,1927,5,venezuela,1011927,2,138,64,0.5
VEN,101,1928,5,venezuela,1011928,2,138,64,0.5
VEN,101,1929,5,venezuela,1011929,2,138,64,0.25
VEN,101,1930,5,venezuela,1011930,2,150,64,0.25
VEN,101,1931,5,venezuela,1011931,2,156,64,0.25
VEN,101,1932,5,venezuela,1011932,2,130,65,0.25
VEN,101,1933,5,venezuela,1011933,2,162,65,0.25
VEN,101,1934,5,venezuela,1011934,2,158,66,0.25
VEN,101,1935,5,venezuela,1011935,2,137,66,0
VEN,101,1936,5,venezuela,1011936,2,134,66,0.5
VEN,101,1937,5,venezuela,1011937,2,135,66,0.5
VEN,101,1938,5,venezuela,1011938,2,139,66,0.5
VEN,101,1939,5,venezuela,1011939,2,132,65,0.5
VEN,101,1940,5,venezuela,1011940,2,122,62,0.25
VEN,101,1941,5,venezuela,1011941,2,121,55,0.25
VEN,101,1942,5,venezuela,1011942,2,115,53,0.25
VEN,101,1943,5,venezuela,1011943,2,109,52,0.25
VEN,101,1944,5,venezuela,1011944,2,117,58,0.25
VEN,101,1945,5,venezuela,1011945,2,99,64,0.25
VEN,101,1946,5,venezuela,1011946,2,102,66,0.25
VEN,101,1947,5,venezuela,1011947,2,100,68,0.5
VEN,101,1948,5,venezuela,1011948,2,98,72,0.25
VEN,101,1949,5,venezuela,1011949,2,91,75,0.25
VEN,101,1950,5,venezuela,1011950,2,81,75,0.25
VEN,101,1951,5,venezuela,1011951,2,80,76,0.25
VEN,101,1952,5,venezuela,1011952,2,79,77,0.25
VEN,101,1953,5,venezuela,1011953,2,74,79,0.5
VEN,101,1954,5,venezuela,1011954,2,69,82,0.5
VEN,101,1955,5,venezuela,1011955,2,70,84,0.5
VEN,101,1956,5,venezuela,1011956,2,67,87,0.5
VEN,101,1957,5,venezuela,1011957,2,66,89,0.5
VEN,101,1958,5,venezuela,1011958,2,58,90,0.5
VEN,101,1959,5,venezuela,1011959,2,61,89,0.75
VEN,101,1960,5,venezuela,1011960,2,54,107,0.75
VEN,101,1961,5,venezuela,1011961,2,53,111,0.75
VEN,101,1962,5,venezuela,1011962,2,47,117,0.75
VEN,101,1963,5,venezuela,1011963,2,48,119,0.75
VEN,101,1964,5,venezuela,1011964,2,49,122,0.75
VEN,101,1965,5,venezuela,1011965,2,48,125,0.75
VEN,101,1966,5,venezuela,1011966,2,47,129,0.75
VEN,101,1967,5,venezuela,1011967,2,41,130,0.75
VEN,101,1968,5,venezuela,1011968,2,43,133,0.75
VEN,101,1969,5,venezuela,1011969,2,43,133,1
VEN,101,1970,5,venezuela,1011970,4,49,134,1
VEN,101,1971,5,venezuela,1011971,2,50,139,1
VEN,101,1972,5,venezuela,1011972,2,53,140,1
VEN,101,1973,5,venezuela,1011973,2,54,141,1
VEN,101,1974,5,venezuela,1011974,2,46,143,1
VEN,101,1975,5,venezuela,1011975,4,44,150,1
VEN,101,1976,5,venezuela,1011976,2,43,151,1
VEN,101,1977,5,venezuela,1011977,2,39,152,1
VEN,101,1978,5,venezuela,1011978,2,35,154,1
VEN,101,1979,5,venezuela,1011979,2,33,156,1
VEN,101,1980,5,venezuela,1011980,2,32,156,1
VEN,101,1981,5,venezuela,1011981,4,49.09999847,159,1
VEN,101,1982,5,venezuela,1011982,4,28,159,1
VEN,101,1983,5,venezuela,1011983,4,26,160,1
VEN,101,1984,5,venezuela,1011984,4,27,161,1
VEN,101,1985,5,venezuela,1011985,4,26,161,1
VEN,101,1986,5,venezuela,1011986,4,25,161,1
VEN,101,1987,5,venezuela,1011987,4,24,161,1
VEN,101,1988,5,venezuela,1011988,4,21,161,1
VEN,101,1989,5,venezuela,1011989,4,23,161,1
VEN,101,1990,5,venezuela,1011990,4,24,165,1
VEN,101,1991,5,venezuela,1011991,4,20,177,1
VEN,101,1992,5,venezuela,1011992,4,32.79000092,181,0.75
VEN,101,1993,5,venezuela,1011993,4,32.15000153,186,0.75
VEN,101,1994,5,venezuela,1011994,4,31.5,187,0.75
VEN,101,1995,5,venezuela,1011995,4,30.86000061,187,0.75
VEN,101,1996,5,venezuela,1011996,4,29.93000031,187,0.75
VEN,101,1997,5,venezuela,1011997,15,29,187,0.75
VEN,101,1998,5,venezuela,1011998,15,28.10000038,187,0.75
VEN,101,1999,5,venezuela,1011999,15,27.10000038,190,0.75
VEN,101,2000,5,venezuela,1012000,15,26.20000076,191,
VEN,101,2001,5,venezuela,1012001,15,25.39999962,191,
VEN,101,2002,5,venezuela,1012002,15,24.60000038,192,
GUY,110,1966,5,guyana,1101966,2,45,129,0.5
GUY,110,1967,5,guyana,1101967,2,47,130,0.5
GUY,110,1968,5,guyana,1101968,2,42,133,0.5
GUY,110,1969,5,guyana,1101969,2,41,133,0.5
GUY,110,1970,5,guyana,1101970,2,38,134,0.5
GUY,110,1971,5,guyana,1101971,2,42,139,0.5
GUY,110,1972,5,guyana,1101972,2,50,140,0.5
GUY,110,1973,5,guyana,1101973,2,46,141,0.5
GUY,110,1974,5,guyana,1101974,54.09999847,79,143,0.5
GUY,110,1975,5,guyana,1101975,54.09999847,67,150,0.5
GUY,110,1976,5,guyana,1101976,19.10000038,48.70000076,151,0.5
GUY,110,1977,5,guyana,1101977,19.10000038,48.70000076,152,0.5
GUY,110,1978,5,guyana,1101978,19.10000038,48.70000076,154,0.5
GUY,110,1979,5,guyana,1101979,19.10000038,48.70000076,156,0.5
GUY,110,1980,5,guyana,1101980,4,60.43999863,156,0.5
GUY,110,1981,5,guyana,1101981,4,59.54999924,159,0.5
GUY,110,1982,5,guyana,1101982,4,58.68000031,159,0.5
GUY,110,1983,5,guyana,1101983,4,57.81999969,160,0.5
GUY,110,1984,5,guyana,1101984,4,56.97000122,161,0.5
GUY,110,1985,5,guyana,1101985,4,56.13000107,161,0.5
GUY,110,1986,5,guyana,1101986,4,54.5,161,0.5
GUY,110,1987,5,guyana,1101987,4,52.90999985,161,0.5
GUY,110,1988,5,guyana,1101988,4,51.36999893,161,0.5
GUY,110,1989,5,guyana,1101989,4,49.88000107,161,0.5
GUY,110,1990,5,guyana,1101990,4,48.41999817,165,0.5
GUY,110,1991,5,guyana,1101991,4,47.13999939,177,0.5
GUY,110,1992,5,guyana,1101992,4,45.88999939,181,0.75
GUY,110,1993,5,guyana,1101993,4,44.66999817,186,0.75
GUY,110,1994,5,guyana,1101994,4,43.47999954,187,0.75
GUY,110,1995,5,guyana,1101995,4,42.33000183,187,0.75
GUY,110,1996,5,guyana,1101996,15,41.5,187,0.75
GUY,110,1997,5,guyana,1101997,15,40.79999924,187,0.75
GUY,110,1998,5,guyana,1101998,15,40,187,0.75
GUY,110,1999,5,guyana,1101999,15,39.29999924,190,0.75
GUY,110,2000,5,guyana,1102000,15,38.59999847,191,
GUY,110,2001,5,guyana,1102001,15,38.20000076,191,
GUY,110,2002,5,guyana,1102002,15,37.90000153,192,
SUR,115,1975,5,suriname,1151975,54.09999847,44,150,0.75
SUR,115,1976,5,suriname,1151976,54.09999847,44,151,0.75
SUR,115,1977,5,suriname,1151977,54.09999847,44,152,0.75
SUR,115,1978,5,suriname,1151978,54.09999847,44,154,0.75
SUR,115,1979,5,suriname,1151979,54.09999847,44,156,0.75
SUR,115,1980,5,suriname,1151980,4,48.86000061,156,0.5
SUR,115,1981,5,suriname,1151981,4,47.34000015,159,0.5
SUR,115,1982,5,suriname,1151982,4,45.86000061,159,0.5
SUR,115,1983,5,suriname,1151983,4,44.43999863,160,0.5
SUR,115,1984,5,suriname,1151984,4,43.04999924,161,0.5
SUR,115,1985,5,suriname,1151985,4,41.70999908,161,0.5
SUR,115,1986,5,suriname,1151986,4,40.34000015,161,0.5
SUR,115,1987,5,suriname,1151987,4,39.02000046,161,0.5
SUR,115,1988,5,suriname,1151988,4,37.74000168,161,0.75
SUR,115,1989,5,suriname,1151989,4,36.5,161,0.75
SUR,115,1990,5,suriname,1151990,4,35.29999924,165,0.75
SUR,115,1991,5,suriname,1151991,4,34.27000046,177,0.75
SUR,115,1992,5,suriname,1151992,4,33.27000046,181,0.75
SUR,115,1993,5,suriname,1151993,4,32.29999924,186,0.75
SUR,115,1994,5,suriname,1151994,4,31.35000038,187,0.75
SUR,115,1995,5,suriname,1151995,4,30.43000031,187,0.75
SUR,115,1996,5,suriname,1151996,15,29.60000038,187,0.75
SUR,115,1997,5,suriname,1151997,15,28.79999924,187,0.75
SUR,115,1998,5,suriname,1151998,15,28.10000038,187,0.75
SUR,115,1999,5,suriname,1151999,15,27.29999924,190,0.75
SUR,115,2000,5,suriname,1152000,15,26.60000038,191,
SUR,115,2001,5,suriname,1152001,15,26,191,
SUR,115,2002,5,suriname,1152002,15,25.39999962,192,
ECU,130,1854,5,ecuador,1301854,,,41,0.25
ECU,130,1855,5,ecuador,1301855,,,43,0.25
ECU,130,1856,5,ecuador,1301856,,,43,0.25
ECU,130,1857,5,ecuador,1301857,,,43,0.25
ECU,130,1858,5,ecuador,1301858,,,43,0.25
ECU,130,1859,5,ecuador,1301859,,,44,0.25
ECU,130,1860,5,ecuador,1301860,,,46,0.25
ECU,130,1861,5,ecuador,1301861,,,42,0.25
ECU,130,1862,5,ecuador,1301862,,,41,0.25
ECU,130,1863,5,ecuador,1301863,,,41,0.25
ECU,130,1864,5,ecuador,1301864,,,41,0.25
ECU,130,1865,5,ecuador,1301865,,,41,0.25
ECU,130,1866,5,ecuador,1301866,,,41,0.25
ECU,130,1867,5,ecuador,1301867,,,39,0.25
ECU,130,1868,5,ecuador,1301868,,,37,0.25
ECU,130,1869,5,ecuador,1301869,,,37,0.25
ECU,130,1870,5,ecuador,1301870,,,37,0.25
ECU,130,1871,5,ecuador,1301871,,,36,0.25
ECU,130,1872,5,ecuador,1301872,,,33,0.25
ECU,130,1873,5,ecuador,1301873,,,33,0.25
ECU,130,1874,5,ecuador,1301874,,,33,0.25
ECU,130,1875,5,ecuador,1301875,,,34,0.25
ECU,130,1876,5,ecuador,1301876,,,35,0.25
ECU,130,1877,5,ecuador,1301877,,,35,0.25
ECU,130,1878,5,ecuador,1301878,,,37,0.25
ECU,130,1879,5,ecuador,1301879,,,37,0.25
ECU,130,1880,5,ecuador,1301880,,,37,0.25
ECU,130,1881,5,ecuador,1301881,,,37,0.25
ECU,130,1882,5,ecuador,1301882,,,37,0.25
ECU,130,1883,5,ecuador,1301883,,,36,0.25
ECU,130,1884,5,ecuador,1301884,,,36,0.25
ECU,130,1885,5,ecuador,1301885,,,36,0.25
ECU,130,1886,5,ecuador,1301886,,,36,0.25
ECU,130,1887,5,ecuador,1301887,,,38,0.25
ECU,130,1888,5,ecuador,1301888,,,38,0.25
ECU,130,1889,5,ecuador,1301889,,,38,0.25
ECU,130,1890,5,ecuador,1301890,,,38,0.25
ECU,130,1891,5,ecuador,1301891,,,38,0.25
ECU,130,1892,5,ecuador,1301892,,,38,0.25
ECU,130,1893,5,ecuador,1301893,,,38,0.25
ECU,130,1894,5,ecuador,1301894,,,39,0.25
ECU,130,1895,5,ecuador,1301895,,,39,0.25
ECU,130,1896,5,ecuador,1301896,,,39,0.25
ECU,130,1897,5,ecuador,1301897,,,39,0.25
ECU,130,1898,5,ecuador,1301898,,,40,0.25
ECU,130,1899,5,ecuador,1301899,,,41,0.25
ECU,130,1900,5,ecuador,1301900,,,42,0.25
ECU,130,1901,5,ecuador,1301901,,,42,0.5
ECU,130,1902,5,ecuador,1301902,,,43,0.5
ECU,130,1903,5,ecuador,1301903,,,43,0.5
ECU,130,1904,5,ecuador,1301904,,,43,0.5
ECU,130,1905,5,ecuador,1301905,,,44,0.5
ECU,130,1906,5,ecuador,1301906,,,43,0.5
ECU,130,1907,5,ecuador,1301907,,,42,0.5
ECU,130,1908,5,ecuador,1301908,,,43,0.5
ECU,130,1909,5,ecuador,1301909,,,44,0.5
ECU,130,1910,5,ecuador,1301910,,,44,0.5
ECU,130,1911,5,ecuador,1301911,,,44,0.5
ECU,130,1912,5,ecuador,1301912,,,43,0.5
ECU,130,1913,5,ecuador,1301913,,,43,0.5
ECU,130,1914,5,ecuador,1301914,,,44,0.25
ECU,130,1915,5,ecuador,1301915,2,188,44,0.25
ECU,130,1916,5,ecuador,1301916,2,188,43,0.25
ECU,130,1917,5,ecuador,1301917,2,188,43,0.25
ECU,130,1918,5,ecuador,1301918,2,188,49,0.25
ECU,130,1919,5,ecuador,1301919,2,188,49,0.5
ECU,130,1920,5,ecuador,1301920,2,176,59,0.5
ECU,130,1921,5,ecuador,1301921,2,176,60,0.5
ECU,130,1922,5,ecuador,1301922,2,176,61,0.5
ECU,130,1923,5,ecuador,1301923,2,176,61,0.5
ECU,130,1924,5,ecuador,1301924,2,176,62,0.5
ECU,130,1925,5,ecuador,1301925,2,167,62,0
ECU,130,1926,5,ecuador,1301926,2,167,63,0.25
ECU,130,1927,5,ecuador,1301927,2,167,64,0.25
ECU,130,1928,5,ecuador,1301928,2,167,64,0.25
ECU,130,1929,5,ecuador,1301929,2,167,64,0.25
ECU,130,1930,5,ecuador,1301930,2,154,64,0.25
ECU,130,1931,5,ecuador,1301931,2,154,64,0.25
ECU,130,1932,5,ecuador,1301932,11,136.8000031,65,0.25
ECU,130,1933,5,ecuador,1301933,11,162.1000061,65,0.25
ECU,130,1934,5,ecuador,1301934,11,151.3000031,66,0.25
ECU,130,1935,5,ecuador,1301935,11,136.8000031,66,0.25
ECU,130,1936,5,ecuador,1301936,11,150.6999969,66,0.25
ECU,130,1937,5,ecuador,1301937,11,157.6000061,66,0
ECU,130,1938,5,ecuador,1301938,11,141.6000061,66,0.25
ECU,130,1939,5,ecuador,1301939,11,155.8999939,65,0.25
ECU,130,1940,5,ecuador,1301940,11,158.6000061,62,0
ECU,130,1941,5,ecuador,1301941,11,139.1000061,55,0
ECU,130,1942,5,ecuador,1301942,11,142.3999939,53,0
ECU,130,1943,5,ecuador,1301943,11,137.1999969,52,0
ECU,130,1944,5,ecuador,1301944,11,133.5,58,0
ECU,130,1945,5,ecuador,1301945,11,146.8999939,64,0
ECU,130,1946,5,ecuador,1301946,11,132.8000031,66,0.25
ECU,130,1947,5,ecuador,1301947,12,122,68,0.25
ECU,130,1948,5,ecuador,1301948,12,122.4000015,72,0.75
ECU,130,1949,5,ecuador,1301949,12,115.1999969,75,0.75
ECU,130,1950,5,ecuador,1301950,2,120,75,0.75
ECU,130,1951,5,ecuador,1301951,2,120,76,0.75
ECU,130,1952,5,ecuador,1301952,2,120,77,0.75
ECU,130,1953,5,ecuador,1301953,2,120,79,0.75
ECU,130,1954,5,ecuador,1301954,2,120,82,0.75
ECU,130,1955,5,ecuador,1301955,2,112,84,0.75
ECU,130,1956,5,ecuador,1301956,2,112,87,0.75
ECU,130,1957,5,ecuador,1301957,2,112,89,0.75
ECU,130,1958,5,ecuador,1301958,2,112,90,0.75
ECU,130,1959,5,ecuador,1301959,2,112,89,0.75
ECU,130,1960,5,ecuador,1301960,9,100,107,0.75
ECU,130,1961,5,ecuador,1301961,6.099999905,90,111,0.25
ECU,130,1962,5,ecuador,1301962,6.099999905,96,117,0.25
ECU,130,1963,5,ecuador,1301963,6.099999905,95,119,0
ECU,130,1964,5,ecuador,1301964,6.099999905,90,122,0
ECU,130,1965,5,ecuador,1301965,9,93,125,0
ECU,130,1966,5,ecuador,1301966,10,90,129,0.25
ECU,130,1967,5,ecuador,1301967,10,87,130,0.25
ECU,130,1968,5,ecuador,1301968,10,86,133,0.75
ECU,130,1969,5,ecuador,1301969,13,91,133,0.75
ECU,130,1970,5,ecuador,1301970,13,76.59999847,134,0.75
ECU,130,1971,5,ecuador,1301971,13,78.5,139,0.75
ECU,130,1972,5,ecuador,1301972,14.10000038,81.90000153,140,0
ECU,130,1973,5,ecuador,1301973,14.10000038,75.80000305,141,0
ECU,130,1974,5,ecuador,1301974,14.10000038,70.19999695,143,0
ECU,130,1975,5,ecuador,1301975,4,82.36000061,150,0
ECU,130,1976,5,ecuador,1301976,18,72.09999847,151,0
ECU,130,1977,5,ecuador,1301977,18,70.90000153,152,0
ECU,130,1978,5,ecuador,1301978,19.10000038,82.40000153,154,0
ECU,130,1979,5,ecuador,1301979,54.09999847,82.5,156,0.75
ECU,130,1980,5,ecuador,1301980,54.09999847,68.40000153,156,0.75
ECU,130,1981,5,ecuador,1301981,54.09999847,68.40000153,159,0.75
ECU,130,1982,5,ecuador,1301982,4,60.5,159,0.75
ECU,130,1983,5,ecuador,1301983,19.10000038,69.5,160,0.75
ECU,130,1984,5,ecuador,1301984,54.09999847,68.40000153,161,0.75
ECU,130,1985,5,ecuador,1301985,54.09999847,57.09999847,161,0.75
ECU,130,1986,5,ecuador,1301986,54.09999847,57.09999847,161,0.75
ECU,130,1987,5,ecuador,1301987,4,49,161,0.75
ECU,130,1988,5,ecuador,1301988,54.09999847,57.09999847,161,0.75
ECU,130,1989,5,ecuador,1301989,54.09999847,57.09999847,161,0.75
ECU,130,1990,5,ecuador,1301990,4,48.04999924,165,0.75
ECU,130,1991,5,ecuador,1301991,4,46.68000031,177,0.75
ECU,130,1992,5,ecuador,1301992,4,45.31000137,181,0.75
ECU,130,1993,5,ecuador,1301993,4,43.93000031,186,0.75
ECU,130,1994,5,ecuador,1301994,4,42.54999924,187,0.75
ECU,130,1995,5,ecuador,1301995,4,33.90999985,187,0.75
ECU,130,1996,5,ecuador,1301996,15,32.40000153,187,0.75
ECU,130,1997,5,ecuador,1301997,15,31.29999924,187,0.75
ECU,130,1998,5,ecuador,1301998,15,30.20000076,187,0.75
ECU,130,1999,5,ecuador,1301999,15,29.10000038,190,0.75
ECU,130,2000,5,ecuador,1302000,15,28.10000038,191,
ECU,130,2001,5,ecuador,1302001,15,27.10000038,191,
ECU,130,2002,5,ecuador,1302002,15,26.20000076,192,
PER,135,1839,5,peru,1351839,,,32,0.25
PER,135,1840,5,peru,1351840,,,32,0.25
PER,135,1841,5,peru,1351841,,,34,0.25
PER,135,1842,5,peru,1351842,,,35,0
PER,135,1843,5,peru,1351843,,,36,0
PER,135,1844,5,peru,1351844,,,36,0
PER,135,1845,5,peru,1351845,,,36,0
PER,135,1846,5,peru,1351846,,,37,0.25
PER,135,1847,5,peru,1351847,,,38,0.25
PER,135,1848,5,peru,1351848,,,39,0.25
PER,135,1849,5,peru,1351849,,,39,0.25
PER,135,1850,5,peru,1351850,,,39,0.25
PER,135,1851,5,peru,1351851,,,40,0.25
PER,135,1852,5,peru,1351852,,,40,0.25
PER,135,1853,5,peru,1351853,,,40,0.25
PER,135,1854,5,peru,1351854,,,41,0.25
PER,135,1855,5,peru,1351855,,,43,0.25
PER,135,1856,5,peru,1351856,,,43,0.25
PER,135,1857,5,peru,1351857,,,43,0.25
PER,135,1858,5,peru,1351858,,,43,0.25
PER,135,1859,5,peru,1351859,,,44,0.25
PER,135,1860,5,peru,1351860,,,46,0.25
PER,135,1861,5,peru,1351861,,,42,0.25
PER,135,1862,5,peru,1351862,,,41,0.25
PER,135,1863,5,peru,1351863,,,41,0.25
PER,135,1864,5,peru,1351864,,,41,0.25
PER,135,1865,5,peru,1351865,,,41,0.25
PER,135,1866,5,peru,1351866,,,41,0.25
PER,135,1867,5,peru,1351867,,,39,0.25
PER,135,1868,5,peru,1351868,,,37,0.25
PER,135,1869,5,peru,1351869,,,37,0.25
PER,135,1870,5,peru,1351870,,,37,0.25
PER,135,1871,5,peru,1351871,,,36,0.25
PER,135,1872,5,peru,1351872,,,33,0.25
PER,135,1873,5,peru,1351873,,,33,0.25
PER,135,1874,5,peru,1351874,,,33,0.25
PER,135,1875,5,peru,1351875,,,34,0.25
PER,135,1876,5,peru,1351876,,,35,0.25
PER,135,1877,5,peru,1351877,,,35,0.25
PER,135,1878,5,peru,1351878,,,37,0.25
PER,135,1879,5,peru,1351879,,,37,0.25
PER,135,1880,5,peru,1351880,,,37,0.25
PER,135,1881,5,peru,1351881,,,37,0.25
PER,135,1882,5,peru,1351882,,,37,0.25
PER,135,1883,5,peru,1351883,,,36,0
PER,135,1884,5,peru,1351884,,,36,0
PER,135,1885,5,peru,1351885,,,36,0.25
PER,135,1886,5,peru,1351886,,,36,0.75
PER,135,1887,5,peru,1351887,,,38,0.75
PER,135,1888,5,peru,1351888,,,38,0.75
PER,135,1889,5,peru,1351889,,,38,0.75
PER,135,1890,5,peru,1351890,,,38,0.75
PER,135,1891,5,peru,1351891,,,38,0.75
PER,135,1892,5,peru,1351892,,,38,0.75
PER,135,1893,5,peru,1351893,,,38,0.75
PER,135,1894,5,peru,1351894,,,39,0.75
PER,135,1895,5,peru,1351895,,,39,0.75
PER,135,1896,5,peru,1351896,,,39,0.75
PER,135,1897,5,peru,1351897,,,39,0.75
PER,135,1898,5,peru,1351898,,,40,0.75
PER,135,1899,5,peru,1351899,,,41,0.75
PER,135,1900,5,peru,1351900,,,42,0.75
PER,135,1901,5,peru,1351901,,,42,0.75
PER,135,1902,5,peru,1351902,,,43,0.75
PER,135,1903,5,peru,1351903,,,43,0.75
PER,135,1904,5,peru,1351904,,,43,0.75
PER,135,1905,5,peru,1351905,,,44,0.75
PER,135,1906,5,peru,1351906,,,43,0.75
PER,135,1907,5,peru,1351907,,,42,0.75
PER,135,1908,5,peru,1351908,,,43,0.75
PER,135,1909,5,peru,1351909,,,44,0.75
PER,135,1910,5,peru,1351910,,,44,0.75
PER,135,1911,5,peru,1351911,,,44,0.75
PER,135,1912,5,peru,1351912,,,43,0.75
PER,135,1913,5,peru,1351913,,,43,0.75
PER,135,1914,5,peru,1351914,,,44,0.5
PER,135,1915,5,peru,1351915,,,44,0.5
PER,135,1916,5,peru,1351916,,,43,0.5
PER,135,1917,5,peru,1351917,,,43,0.5
PER,135,1918,5,peru,1351918,,,49,0.5
PER,135,1919,5,peru,1351919,,,49,0.25
PER,135,1920,5,peru,1351920,,,59,0.5
PER,135,1921,5,peru,1351921,,,60,0.5
PER,135,1922,5,peru,1351922,,,61,0.5
PER,135,1923,5,peru,1351923,,,61,0.5
PER,135,1924,5,peru,1351924,,,62,0.5
PER,135,1925,5,peru,1351925,,,62,0.5
PER,135,1926,5,peru,1351926,,,63,0.5
PER,135,1927,5,peru,1351927,,,64,0.5
PER,135,1928,5,peru,1351928,,,64,0.5
PER,135,1929,5,peru,1351929,,,64,0.5
PER,135,1930,5,peru,1351930,,,64,0
PER,135,1931,5,peru,1351931,,,64,0.25
PER,135,1932,5,peru,1351932,,,65,0.25
PER,135,1933,5,peru,1351933,,,65,0.75
PER,135,1934,5,peru,1351934,,,66,0.75
PER,135,1935,5,peru,1351935,,,66,0.75
PER,135,1936,5,peru,1351936,,,66,0.75
PER,135,1937,5,peru,1351937,,,66,0.75
PER,135,1938,5,peru,1351938,,,66,0.75
PER,135,1939,5,peru,1351939,,,65,0.75
PER,135,1940,5,peru,1351940,2,128,62,0.5
PER,135,1941,5,peru,1351941,2,131,55,0.5
PER,135,1942,5,peru,1351942,2,115,53,0.5
PER,135,1943,5,peru,1351943,2,126,52,0.5
PER,135,1944,5,peru,1351944,2,115,58,0.5
PER,135,1945,5,peru,1351945,2,109,64,0.5
PER,135,1946,5,peru,1351946,2,113,66,0.75
PER,135,1947,5,peru,1351947,2,107,68,0.75
PER,135,1948,5,peru,1351948,2,109,72,0.5
PER,135,1949,5,peru,1351949,2,105,75,0.5
PER,135,1950,5,peru,1351950,2,104,75,0.5
PER,135,1951,5,peru,1351951,2,105,76,0.5
PER,135,1952,5,peru,1351952,2,100,77,0.5
PER,135,1953,5,peru,1351953,2,105,79,0.5
PER,135,1954,5,peru,1351954,2,95,82,0.5
PER,135,1955,5,peru,1351955,2,95,84,0.5
PER,135,1956,5,peru,1351956,2,96,87,0.75
